index,id,text,hashtags,created_at,geo,like_count,quote_count,reply_count,retweet_count
10,1390466327673020416,@CMHACalgary Did you know? Your donated lemon = donation dollars for CMHA Calgary @ https://t.co/WrG485naFB through @donatecarcanada! https://t.co/BcDOoSJbWU,,2021-05-07T00:39:40.000Z,,0,0,0,0
11,1390466311298240512,We have coffee to #donate what charities are looking for coffee right now? #supportyyc #Community #yyc,,2021-05-07T00:39:36.000Z,,0,0,0,1
12,1390457125889986566,@SCARS_Alberta Did you know? Your donated lemon = donation dollars for SCARS Alberta @ https://t.co/daC1qgVUXg through @donatecarcanada! https://t.co/2CpBS2rkYz,,2021-05-07T00:03:06.000Z,,0,0,0,0
13,1390454090895818756,"these are beginning to look like pd ""political"" announcements.
how much do i have to donate? cash ok?
is it free beer &amp; bff?
i wouldn't do to well w the beer in that we've been an no alcohol everyone incl cafe/ venue for 24 yrs? 
it's why we were evicted. #yeg #yegdt #ableg #yyc https://t.co/MZrr5ejTXN https://t.co/53yrGF8Ooh",,2021-05-06T23:51:03.000Z,,0,0,0,0
14,1390449204816793603,@fedyyc Did you know? Your donated lemon = donation dollars for Federation of Calgary Communities @ https://t.co/hqZeLufh8b through @donatecarcanada! https://t.co/qdalBJ5hZN,,2021-05-06T23:31:38.000Z,,0,0,0,0
15,1390448437288603654,@CPAlberta Did you know? Your donated lemon = donation dollars for Cerebral Palsy Alberta @ https://t.co/anThlZa2VV through @donatecarcanada! https://t.co/3iYiorlji0,,2021-05-06T23:28:35.000Z,,0,0,0,0
16,1390447814677696518,@LibraryFdnYYC Did you know? Your donated lemon = donation dollars for Calgary Public Library Foundation @ https://t.co/wvC3aB0t4y through @donatecarcanada! https://t.co/fk4orIKOS4,,2021-05-06T23:26:06.000Z,,0,0,0,0
17,1390447326209085443,@CalgaryHumane Did you know? Your donated lemon = donation dollars for Calgary Humane Society @ https://t.co/bALuIfOwjR through @donatecarcanada! https://t.co/arLVUCO9VH,,2021-05-06T23:24:10.000Z,,0,0,0,0
18,1390447042439225346,@ARFAlberta Did you know? Your donated lemon = donation dollars for ARF Alberta @ https://t.co/U9oKX41fYT through @donatecarcanada! https://t.co/I1xvLR7MeL,,2021-05-06T23:23:02.000Z,,0,0,0,0
19,1390446445791121410,@albertacancer Did you know? Your donated lemon = donation dollars for Alberta Cancer Foundation @ https://t.co/nkfFwrbJV9 through @donatecarcanada! https://t.co/g41VeT0DRA,,2021-05-06T23:20:40.000Z,,0,0,0,0
20,1390417270225047556,"On May 19, IDI Calgary will host Stem cell and Blood Donation Seminar in partnership with Canadian Blood Services @CanadasLifeline Spread the word and help us raise awareness of the importance of stem cell and blood donations. #BeAHero #canadaslifeline https://t.co/vvJfZASe8t",,2021-05-06T21:24:44.000Z,,8,0,1,7
21,1390409351727181826,"As one of Calgary’s most prominent charitable events, we are thrilled to host the 23rd annual Priddis Greens Charity Classic in support of @prostatealberta. For more information and registration, please visit https://t.co/D9O0VRcOub. . . #golfpg #yycgolf #yyccharity #yycnow https://t.co/KwoKiqbVsh",,2021-05-06T20:53:16.000Z,,0,0,0,0
22,1390409047535362048,@TheHillTimes @abbas_rana1 This is fantastic news! @SohiAmarjeet - drop your donation link as soon as it's up! #yeg #AbLeg,,2021-05-06T20:52:04.000Z,,9,0,0,0
23,1390406334898528260,"Carbert Waite is proud to participate in this year's Hike for Hospice Calgary.  Our team is raising funds to support @hospicecalgary. If you're able to donate, you can find our team's fundraising page below. Thank you in advance for your support!

https://t.co/KoIXOPkPvn https://t.co/H9MbEXV1SY",,2021-05-06T20:41:17.000Z,,1,1,0,0
24,1390398872472612866,"🖤🚨PLEASE HELP THEM🚨🖤

My work will honour their donation matching for another 24 hours. Please help. 

@emmadeady @EveryAlbertan @TarzanDan @CJAY92 @JDfromCJAY @Crackmacs @UnitedWayCgy @CGYFireFighters #Alberta #AlbertaCares #AlbertaStrong #Calgary #COVID19 #Help #community https://t.co/yp3sAfPiXM",,2021-05-06T20:11:38.000Z,,5,2,0,3
25,1390396991390113793,"Other donation information

Etransfer:

Donations@HarvestHillsCaresCalgary.Ca

Paypal or Credit Card

https://t.co/NACFd3UKoQ

On our website, you can also set up a weekly or monthly donation. 

You can also check out an awesome deal with @Go_Oil_Calgary! A local business in #YYC",,2021-05-06T20:04:09.000Z,,3,0,1,0
26,1390392198026383362,This Little Gem Salad rounds out the Mother’s Day Hits with Smashed Cucumbers and a Tomato-Parsley Vinaigrette. Get the ready-to-heat Gnocchi and Naples Kit before they're gone! ➤  #supportlocalyyc #yyc #charity https://t.co/ygtli7EWYv https://t.co/eGhKVl9mEF,,2021-05-06T19:45:06.000Z,,1,0,0,0
27,1390391809331793921,Lacombe BOTM donation to Central Alberta Women’s Emergency Shelter https://t.co/To9wh134Nl https://t.co/CuB0vHjUqH,,2021-05-06T19:43:34.000Z,,4,0,0,0
28,1390388416232230912,"Shout-out to The Last Minute Boys who have exceeded their goal!! Donate to their fundraiser: https://t.co/3RcVcB86NB

#fundraiser #TheRainbowSociety #philanthropy #charity #Alberta #yeg #yyc #dogood #giveback https://t.co/S2xy8mfC6q",,2021-05-06T19:30:05.000Z,,1,0,0,0
29,1390381226826031106,"The ERA was pleased to assist this client of the @CIWA_yyc a computer through our Donation Program.

We have thousands more requests and you can help by donating your unwanted computers.

https://t.co/iCvmIDd2Ou

#yychelps #donation #reuse #recycle https://t.co/BTp5MbsX8I",,2021-05-06T19:01:31.000Z,,0,0,0,0
30,1390381024543186953,"Have you checked out @youngagrarians spring auction yet? Learn a new skill, meet some great people and donate to YA Alberta all at once! Auction closes on May 8. Click here to learn more: https://t.co/Pp8VTLevXR",,2021-05-06T19:00:42.000Z,,2,0,0,2
31,1390373103750942720,"HUGE thank you to @CalgaryPolice for their donation to #Highbanks today! Our mamas &amp; babes are so on top of sanitizing their hands, we are flying through this stuff! #yyc #yyccharity #CPS https://t.co/HQUh8K5lsv",,2021-05-06T18:29:14.000Z,,0,0,0,1
32,1390354150156763136,"If there are any flower shops in calgary that have extra flowers they would like to donate, please let me know and we will donate them to senior homes in calgary! #yyccc #yyc #calgary https://t.co/7UkTfix9Cs",,2021-05-06T17:13:55.000Z,,18,0,0,4
33,1390352911440433154,"FOR THOSE WHO DON’T KNOW ME, IM HAILEIGH. 
I HAVE A NEW JOB IN BC, CANADA AND CURRENTLY LIVE IN ONTARIO, CANADA.

⚠️ I’M CURRENTLY RAISING MONEY TO GE THERE! 
https://t.co/A0jPqnHVpa

#GoFundMe #moving #bristishcolumbia #money #HELP #love #family #donate #share #youtuber #goals",,2021-05-06T17:09:00.000Z,,0,0,0,0
34,1390346525637677059,@JustinTrudeau @nenshi @doniveson Ask all the travelers flying into Canada unchecked China &amp; India to bring a couple of extra vaccines in their luggage &amp; they can donate them to Alberta. Will do as much good as Blackface,,2021-05-06T16:43:37.000Z,,0,0,0,0
35,1390342858385674247,@TheBig_Easy @ChampionsTour Hoping hard you guys make it up to Calgary for the Shaw Charity Classic. We miss you and look forward to seeing you guys soon! #Shawcharityclassic,,2021-05-06T16:29:03.000Z,,0,0,0,0
36,1390335556295475205,"As the Executive Director of @heroshockey, a charity that uses hockey to empower marginalized youth, Kevin has had an impact on hundreds of families in #yyc and beyond over the past 15 years. 

In recognition of his guidance, this @aircanada #ACFanFlight surprise is for him! https://t.co/YJPz4dsKiC",,2021-05-06T16:00:02.000Z,,13,2,0,4
37,1390335235775078401,"Hey #yyc #yycbike! Tomorrow is #biketoworkday! $1 for each bike rider is donated to the local charity @twowheelview to help fund their kids programs. Let’s get out there &amp; be seen! (Plus there are also cool prizes to won. 😉🙂) 

Check out https://t.co/8vPfzdJcYF for details. https://t.co/Jbp01iNBm7",,2021-05-06T15:58:46.000Z,,4,0,1,3
38,1390334749722349571,"Okotoks firefighter Ryan Kaiser is feeling the burn after climbing 1204 stairs on Tuesday, May 4th, for Wellspring Calgary.

https://t.co/AAN76HLZN6",,2021-05-06T15:56:50.000Z,,0,0,0,1
39,1390329270438932480,Can't make it to the store? We're still offering curbside pick-up for communities throughout Central Alberta! Give us a call: 403-309-0998. #donate #shop #volunteer https://t.co/xzKhyy4d9P,,2021-05-06T15:35:03.000Z,,1,0,0,0
40,1390326927706267651,Michael Yellowlees fae Dunkeld gies it laldy as he walks coast to coast across Canada in a kilt with his dog to raise money for Highland eco-charity @treesforlifeuk. This is the most joyous rendition of Freedom Come all Ye. Pure gallus. https://t.co/NPwRLoPepR https://t.co/RHO1Lpksqp,,2021-05-06T15:25:45.000Z,,61,1,5,19
41,1390312324129460225,Our Conservative Premier blaming the record covid spike on bad weather then a lovely cheery lady called Charity Quick from Calgary Family Fun trying to gee us up on @CBCEyeopener is such a snapshot of Alberta 2021.,,2021-05-06T14:27:43.000Z,,9,0,1,0
42,1390309889042526218,"Give the gift of health this Mother's Day. Match your Mother’s Day spend in a donation to the Alberta Women’s Health Foundation.

https://t.co/tq54VPPtWT

#RefocusTheResearch #YEG #YYC https://t.co/6gLX8gGlak",,2021-05-06T14:18:02.000Z,,3,0,0,2
43,1390304105910861824,"Touch the future, touch a life. These happy smiles are why we do what we do. Help us continue to put smiles on children's faces. 

Donate. Fundraise. Share.

#TBTRainbowStyle #tbt #throwbackthursday #Alberta #charity #Edmonton #Calgary #yeg #yyc #yegger #yycbuzz #philanthropy https://t.co/nUjZnBLHM1",,2021-05-06T13:55:04.000Z,,0,0,0,0
44,1390171314380414980,"Hmm....
Solving Alberta’s leadership problems overnight:
Buying one of these and putting it in the entrance of every UCP office with half a twenty taped to the inside as a “donation.”
It ought to catch every one of those UCP “rats.” https://t.co/llrQ8Qew7a",,2021-05-06T05:07:24.000Z,,0,0,0,0
45,1390156443316195329,"The “Coolest” Charity on the Planet.🌏

❄️@CancerSociety
❄️ #EverestInEdmonton 
❄️ February 26. 2022
❄️ #Edmonton #Alberta 
❄️ @MarkPavelich 
❄️ @ShonnOborowsky
❄️ 44.5KM
❄️ @fairmontmac
❄️ https://t.co/03gFMDqw6Y https://t.co/sHYxhySIkP",,2021-05-06T04:08:18.000Z,{'place_id': '6a6d896ba1cb5dc4'},7,0,0,0
46,1390140951616577536,"That curriculum consultation was so bad. I need a glass of sherry, time to donate to the @abndpcaucus and to remind everyone that @JanisIrwin @shoffmanAB and the @LeducBeaumntNDP are holding a town hall about the curriculum! #abed #abpoli #AbLeg 

https://t.co/OaRzdzqmdL",,2021-05-06T03:06:45.000Z,,26,0,2,5
47,1390115870526017537,[10MINWARNING] Winnipeg Jets +105 at Calgary Flames -120 | Wed 21:38ET #WPGvsCGY #NHL ~ https://t.co/bOrNBAxUq2,,2021-05-06T01:27:05.000Z,,0,0,0,0
48,1390113112519364610,https://t.co/dTsy8ma9Uj                       #yyc #yycliving #mahoganyyyc #millionreasons #givingback #whoknew https://t.co/WdeRY60JPF,,2021-05-06T01:16:07.000Z,,0,0,0,1
49,1390107730820567040,"🤠A little under 5 1/2 hours until my workplaces donation matching for @HarvestHillsYYC ends!!!

So far I’m told that they have approximately $300.00 in donations.

Come on #Calgary Let’s go #Alberta Keep it coming #Canada

#RetweeetPlease or #Tag a #Friend or #Follower #YYC #YEG https://t.co/dvKchOnKNR",,2021-05-06T00:54:44.000Z,,9,2,3,10
50,1390106786498158593,"BPW Calgary members, please note that our community partner Making Changes Association has paused donation drop-offs until May 31st. Please check their website prior to drop offs. https://t.co/k2gcjIC06q",,2021-05-06T00:50:59.000Z,,0,0,0,0
51,1390104055066861568,"@CTVCalgary needs to apologize on-air and online for using a picture of a man who murdered his wife and kids - pictured with his wife and kids - in this story about being financial prepared for parenthood!

Also they should make a donation to a Calgary women’s shelter as amends. https://t.co/HI3iNdhym7",,2021-05-06T00:40:08.000Z,,0,0,0,0
52,1390099265452576769,Get your 50/50 ticket! If you win you can direct a donation to your favorite charity! #yyc #Calgary #calgaryflames #dogs #cats #charity #competition #goflames #yycpets https://t.co/Ie81FsxH0k,,2021-05-06T00:21:06.000Z,,5,0,0,4
53,1390087221881962496,I believe Alberta needs leaders with a real plan for the province. That’s why I took advantage of the @AlbertaNDP’s donation matching campaign to double my impact. ⬇ Will you join me in supporting a better future for Alberta? https://t.co/Rh0uwKfjdW,,2021-05-05T23:33:14.000Z,,0,0,0,0
54,1390078983350284288,Alberta Beyond Coal: Albertans can get involved by ordering a lawn sign (donation of $10) and sending a letter to Jason Kenney and the Energy Minister. The website to visit is https://t.co/bFV04H7nhd.,,2021-05-05T23:00:30.000Z,,0,0,0,0
55,1390062345695621123,"Attn #YYC: Recognize a #Supermom in your life for #MothersDay and support @winsyyc! Click the link to visit @babygourmet’s IG and nominate a Supermom, and for every nomination they will donate a meal to WINS to help a mom in need! https://t.co/781oK9K6d4 #giveback #babygourmet https://t.co/cERl24OOdl",,2021-05-05T21:54:23.000Z,,0,0,0,0
56,1390057736570753024,"Please read this thread! Please donate until 11:59pm tonight my workplace will match each and every single donation made to @HarvestHillsYYC to a maximum total of $2000.00

Please donate as this is an emergency!

#Calgary #Alberta #Canada #COVID19 #donate #HelpThemHelpPeople #YYC https://t.co/P60Gt59gIg",,2021-05-05T21:36:05.000Z,,6,1,2,7
57,1390052579216822273,"School shut-downs suck monkey balls.

One way to make it better for student who use school for meals is to donate to the food bank.

Donate here to ensure our kids get the meals they need: https://t.co/xVcAOGSfK4

#COVIDAB #calgaryfoodbank
#yyc",,2021-05-05T21:15:35.000Z,{'place_id': '53504716d445dcad'},2,0,0,1
58,1390046901316190210,An awesome upcoming trivia event from @Corp_Challenge! HomeFront is grateful to be one the 10 charity partners! #yyc https://t.co/akWDrlcnOZ,,2021-05-05T20:53:01.000Z,,2,0,0,1
59,1390046420237836290,"To donate by Etransfer:

Donations@HarvestHillsCaresCalgary.Ca

PayPal/Credit Card /Monthly Donation Set Up thru our website at:

https://t.co/NACFd3UKoQ

#Children #WearAMask #COVID19 #CovidHelp #Emergency #WeDoMoreWednesdays #FoodForAll #AlbertaStrong #CalgaryStrong #Alberta",,2021-05-05T20:51:07.000Z,,1,0,1,0
60,1390043905169657857,"6 years ago I voted for hope and optimism. I voted for a @albertaNDP gov’t led by @RachelNotley . 

2 years, Rachel Notley will again be Premier.

Please consider volunteering and/or donating to Alberta's NDP. 
Donate:https://t.co/LJE8Ds0SBc
Volunteer: https://t.co/CWORZvafMm https://t.co/xKBZl2RyJh",,2021-05-05T20:41:07.000Z,{'place_id': '53504716d445dcad'},14,0,0,5
61,1390039105568874498,"Buy for a cause! Bernard Callebaut Chocolateries International award-winning chocolates are an exciting gift for any occasion!
For purchase inquiries in Calgary, please call Dr. John at 587.430.0430 or email him at drj@cftw.org
#CFTW #BuyForaCause #Charity #Easter #MothersDay https://t.co/fDHM4M7yXD",,2021-05-05T20:22:03.000Z,,0,0,0,0
62,1390037540611133440,"Mother’s Deserve a Whole Month
In honour of Mother’s Day we are doing a month long Mamas For Mommas Donation Drive in partnership with @MamasForMamas #YYC @MadebyMomma in Alberta, and the local woman’s shelters and food banks in the East Kootenays.
#MomsSupportingMoms https://t.co/71WeUoHr9c",,2021-05-05T20:15:49.000Z,,1,0,1,1
63,1390037345714556930,"Celebrate @MorrisonHomes 60th Anniversary by voting for  Big Brothers Big Sisters of Calgary and Area as their charity of choice for the Month of May!

Vote now to support life changing mentoring in Calgary and Area! 

VOTE AT https://t.co/3yUC44Hxuw",,2021-05-05T20:15:03.000Z,,2,0,0,0
64,1390020721812803584,"tag us in your vaccine selfie and we will give you a discount + donate to @LeftoversYYC/@LeftoversYEG 🥰

let's get Alberta vaccinated! https://t.co/4DliJCWNUU",,2021-05-05T19:09:00.000Z,,18,0,0,3
65,1390018463838752770,"Make your donation go further when you donate to the Cover Your FESA Fundraiser! Shaw Birdies for Kids presented by @AltaLink is matching every $ raised up to 50%: https://t.co/WxdxUVsjLB

@ShawInfo #yyc #Alberta #literacy #fundraiser #nonprofit #Birdies4Kids https://t.co/Hb2MoZaPED",,2021-05-05T19:00:01.000Z,,0,0,0,0
66,1390006859805859841,"This week, give a Mother's Day gift to the Alberta Women's Health Foundation. The research funded by your donation might help someone close to you. #RefocusTheResearch https://t.co/PwFkV9sR8F",,2021-05-05T18:13:55.000Z,,2,0,0,0
67,1390003775595745282,"On this week's charity feature, we're highlighting this amazing non-profit organization that's based out of Calgary, Alberta. They do some incredible work, so check out Kids Cancer Care on https://t.co/qEZEu8CG6M to learn more and to donate to this wonderful organization! 👏⁠
⁠ https://t.co/Y707GC9ZCi",,2021-05-05T18:01:39.000Z,,0,0,0,0
68,1390003598306721794,"The ERA was pleased to donate 4 laptops and a desktop computer to the  @KidsCancerCare who provides support for children and their families facing childhood cancer and its late effects.   

#DonateIT  #YYC  #Kidscancercare #alberta #yyc #ERA https://t.co/hJVMcH4JiF",,2021-05-05T18:00:57.000Z,,2,1,0,0
69,1390003544477085697,"A HUGE thank you to everyone who took advantage of our Spring Clean Up promo and made a donation to the Food Bank. We are still busy getting them all completed.

We are happy to be able to help local Food Banks, in conjunction with our clients, in this trying time.

#yyc #reddeer https://t.co/pOH7SCd6qR",,2021-05-05T18:00:44.000Z,,0,0,0,0
70,1390003364168015872,"The @NHLFlames 50/50 allows you to direct 25% of the proceeds to a charity of your choice; and maybe that charity of choice could be @FESACalgary😉

Head to https://t.co/qXiqWgAVa8 for all the details.

#yyc #Alberta #nonprofit #charity #literacy https://t.co/SooVuR8rAk",,2021-05-05T18:00:01.000Z,,0,0,0,0
71,1390002879100973058,"50% to the winner.

25% to the Foundation.

25% to a registered Alberta Charity of your choice.

🎟️: https://t.co/nEj4HWZ24I https://t.co/JFLeWi8ejy",,2021-05-05T17:58:06.000Z,,12,0,0,2
72,1390000323985543175,"Make this Mother’s Day about equity in women’s health research. Match your Mother’s Day spend in a donation to the Alberta Women’s Health Foundation.

https://t.co/tq54VPPtWT

#RefocusTheResearch #YEG #YYC https://t.co/Fqgr1A7uBc",,2021-05-05T17:47:56.000Z,,2,1,0,0
73,1389990775216279554,"@hollycw_yyc The Indigenous Miner section of the May/June issue of The PROSPECTOR NEWS is featuring an article about the BRIAN NADJIWON MEMORIAL SCHOLARSHIP https://t.co/HYWUOHZsw2 
For Corp. Sponsorship info: https://t.co/DQGqFruFsb
or to Donate visit: https://t.co/2KUh4UwOBS https://t.co/6xK3MPNJka",,2021-05-05T17:10:00.000Z,,0,0,0,0
74,1389988662650228741,"and, in doing so, seek to increase their awareness of and engagement in the issues covered by the charity or community project. 
You can set up your own Giving Circle in support of The Rainbow Society of Alberta and work together to help make dreams come true!",,2021-05-05T17:01:36.000Z,,0,0,0,0
75,1389959664754782209,The draw is live and tonight’s winner is going to get to direct 25% of the total jackpot to an Alberta registered charity of their choice! https://t.co/vmCXWjb2n6,,2021-05-05T15:06:22.000Z,,19,1,0,8
76,1389958073217818629,6 years ago today we elected @RachelNotley and the Alberta New Democrats! 2 years from now let’s do the same the work starts now. Sign up donate get involved! #ableg,,2021-05-05T15:00:03.000Z,,2,0,0,0
77,1389953498289115137,"🚨🚨I am serious, We will Match🚨🚨

We MATCH EVERY DONATION MADE TO @HarvestHillsYYC FOR THE NEXT 24 HOURS!#YEG

Let’s show that dumbass #JasonKenney and the #UCP that we #Albertans we #Calgarians we #Canadians can take care of each other despite him trying to grind us down #YYC https://t.co/uKcakY9UtJ",,2021-05-05T14:41:52.000Z,,12,0,1,10
78,1389890711151996931,"Need #AB+#plasma for a patient in Monilek Hospital Jaipur . Kindly DM us if anyone is willing to donate .
Contact or WhatsApp at 7425084404

From United Muslim Aid Jaipur, Rajasthan
#covidsupportrajasthan
#PlasmaRequirement
#PlasmaDonor
#Verified_plasma_require",,2021-05-05T10:32:23.000Z,,1,0,1,1
79,1389831676646150149,"Tuesday #GRIND 

The “Coolest” Charity on the Planet.🌏

❄️@CancerSociety
❄️ #EverestInEdmonton 
❄️ February 26. 2022
❄️ #Edmonton #Alberta 
❄️ @MarkPavelich 
❄️ @ShonnOborowsky
❄️ 44.5KM
❄️ @fairmontmac
❄️ https://t.co/03gFMDqw6Y

GET READY!!!! #YEG https://t.co/xpzdnBLqHp",,2021-05-05T06:37:48.000Z,{'place_id': '6a6d896ba1cb5dc4'},4,0,0,0
80,1389821259266019335,"@stevenchase @globeandmail Will Alberta curbs the donated income ? 
Even McConnell’s Republican party received the CCP donation before the 2020 election.",,2021-05-05T05:56:24.000Z,,0,0,1,0
81,1389820905866637316,Thank you❤️@CPCElevate for your donation to support our on-going services at @KerbyCentre Gifts like this positively impact our ability to serve Calgary's seniors in need especially the ones who are victims of abuse. https://t.co/En0IxitfM1,,2021-05-05T05:55:00.000Z,,1,0,0,1
82,1389810382399672321,"🚨♥️Everyone should read this♥️🚨

If anyone provides me a screenshot of donating for the next 24hrs, my workplace will match every donation up to a maximum amount of $2000.00 

So #Donate #Helpfamilies #COVID19 

Can anyone of my family, friends or followers help out? #YYC #YEG https://t.co/zg5doOvn47",,2021-05-05T05:13:11.000Z,,10,1,0,13
83,1389808387987099648,"So if you would like to #AdoptAFamily &amp; #Help a #family, #Senior, or an #individual in #Need, you can send a #donation to:

Donations@HarvestHillsCaresCalgary.Ca 

You can also donate by #PayPal or #CreditCard thru our #website at:

https://t.co/NACFd3UKoQ

#WENEEDHELP #Alberta",,2021-05-05T05:05:15.000Z,,5,0,1,1
84,1389808384765939716,"Below is a quote that we here @HarvestHillsYYC live by with each and every single person, family and senior citizen we help on a daily basis!

“Giving is not about making a donation, it is about making a difference in the lives of others!” 

#YYC #YEG #YQL",,2021-05-05T05:05:14.000Z,,4,0,1,0
85,1389808383948034051,"#Calgary #Edmonton #Alberta #Canada is going thru a #COVID19 #Emergency

Let’s #HelpEachOther Please #Donate #today because they do so much to enrich the lives of every #Albertan they help #thursdayvibes 

After All...We are #AlbertaStrong #YYC #YEG #CalgaryStrong #AlbertaCares",,2021-05-05T05:05:14.000Z,,9,2,1,3
86,1389793824684216325,@average_mammal I donate one dollar to @Alberta_UCP for every million dollars of debt the @liberal_party and @RachelNotley add to my kids future debt payments.,,2021-05-05T04:07:23.000Z,,0,0,0,0
87,1389763864896495622,"To donate to Calgary-Elbow, visit: https://t.co/hISQLwR0FR",,2021-05-05T02:08:20.000Z,,3,0,0,0
88,1389761421882372098,"@RoseAlberta1 @Alberta_UCP @UCPCaucus @Drew__Barnes @AngelaPittAB @jasonluan88 From india 🇮🇳 here covid 19 condition very bad ,, please help us i  wants to raise fund for covid 19 patients to provide Oxygen, medical necessary, food, fruits. Your donation has the power to help them move closer to their goal amount. Please contribute

https://t.co/UoOqmwXM5b",,2021-05-05T01:58:38.000Z,,0,0,0,0
89,1389742904827072515,"Maybe you'll ask your friends and family to help you reach your fitness goals by donating every time you reach 10,000 steps in a day.
Start your fundraiser here: https://t.co/29og3opIrv

 #Edmonton #Calgary #Alberta #charity #philanthropy #donate #giveback #fundraising https://t.co/RkeyZ3W8dm",,2021-05-05T00:45:03.000Z,,0,0,0,0
90,1389729920285253633,".@jkenney and .@Alberta_UCP 
For every minute after 6 p.m., we donate 25¢ or 50¢ or $1 per minute to .@albertaNDP -- sliding scale donations from all Albertans sick to death of this regime.
#abpoli #AbLeg #Alberta",,2021-05-04T23:53:27.000Z,,2,0,0,1
91,1389724783906938882,There’s still hope for humanity. Thanks 😊: 12-year-old boy starts ‘amazing’ online effort to help Calgary Food Bank. ⁦@globalnews⁩ #kindness #positivenews #alberta #cdnhealth #sdoh  https://t.co/QuCEMu5KWP,,2021-05-04T23:33:02.000Z,,4,0,0,1
92,1389722657461919745,"Kenney has handed Notley so many opportunities to look more like a Premier than him.

Looks like it's time for another @albertaNDP donation soon! #AbLeg #COVID19 https://t.co/kZzQ0HLPnG",,2021-05-04T23:24:35.000Z,,3,0,0,0
93,1389720104313622535,I am sensing a donation to the AB NDP coming at about 6:07 pm.  #abpoli #AbLeg,,2021-05-04T23:14:27.000Z,,1,0,0,0
94,1389714681732886530,"Please share this video: 
This grassroots campaign is fueled by every day Calgarians just like you. Change starts here. ~ Team Jeromy
Donate https://t.co/3lEru8OWro
#yyccc #yyc #farkas4yyc https://t.co/BgFvUMaMxy",,2021-05-04T22:52:54.000Z,,36,3,14,19
95,1389707851216547841,"@tangibullah @MBellefontaine @timethief For every minute after 6 p.m., we donate 25¢ or 50¢ or $1 per minute to .@albertaNDP -- sliding scale donations from all Albertans sick to death of this regime.
#abpoli #AbLeg",,2021-05-04T22:25:45.000Z,,2,0,0,0
96,1389686509805219841,"The ERA was pleased to assist this client of the  @CIWA_yyc with a computer through our Donation Program. 

We have thousands more requests and you can help by donating your unwanted computers.  

https://t.co/iCvmIDd2Ou

#yychelps #donation #reuse #recycle  #403 #YYC https://t.co/WVy1xA47aM",,2021-05-04T21:00:57.000Z,,1,0,0,1
97,1389685856647188485,"#Alberta wins! #RedDeer sisters donate #land to #Nature #Conservancy of #Canada #NCC, preserve a #haven for #species, #wildlife. #Ruth, #Dorothy #Bower donate 193 hectares of land on the west bank of the #RedDeer #River.
#BowerWildlifeSanctuary
https://t.co/coCDi5Kn2e",,2021-05-04T20:58:21.000Z,,1,0,0,0
